resultId;constrocturId;driverId;raceId;points;laps;fastestLapTime;fastestLapSpeed;rank;iddate;circuitld
1;1;1;18;10;58;1:27.452;218.3;2;36;1
2;2;2;18;8;58;1:27.739;217.586;3;36;1
3;3;3;18;6;58;1:28.090;216.719;5;36;1
4;4;4;18;5;58;1:28.603;215.464;7;36;1
5;1;5;18;4;58;1:27.418;218.385;1;36;1
6;3;6;18;3;57;1:29.639;212.974;14;36;1
7;5;7;18;2;55;1:29.534;213.224;12;36;1
8;6;8;18;1;53;1:27.903;217.18;4;36;1
9;2;9;18;0;47;1:28.753;215.1;9;36;1
10;7;10;18;0;43;1:29.558;213.166;13;36;1
11;8;11;18;0;32;1:30.892;210.038;15;36;1
12;4;12;18;0;30;1:31.384;208.907;16;36;1
13;6;13;18;0;29;1:28.175;216.51;6;36;1
14;9;14;18;0;25;1:29.502;213.3;11;36;1
15;7;15;18;0;19;1:29.310;213.758;10;36;1
16;10;16;18;0;8;1:32.021;207.461;17;36;1
22;11;22;18;0;58;1:28.736;215.141;8;36;1
23;6;8;19;10;56;1:35.405;209.158;2;38;2
24;2;9;19;8;56;1:35.921;208.033;6;38;2
25;1;5;19;6;56;1:35.922;208.031;7;38;2
26;7;15;19;5;56;1:36.068;207.715;8;38;2
27;1;1;19;4;56;1:35.462;209.033;3;38;2
28;2;2;19;3;56;1:35.366;209.244;1;38;2
29;9;17;19;2;56;1:36.696;206.366;12;38;2
30;4;4;19;1;56;1:36.288;207.24;10;38;2
31;9;14;19;0;56;1:36.206;207.417;9;38;2
32;11;18;19;0;56;1:35.715;208.481;4;38;2
33;4;12;19;0;56;1:36.956;205.812;15;38;2
34;10;21;19;0;55;1:36.962;205.8;16;38;2
35;11;22;19;0;55;1:36.693;206.372;11;38;2
36;3;3;19;0;55;1:36.782;206.182;13;38;2
37;8;19;19;0;55;1:38.171;203.265;18;38;2
38;8;11;19;0;54;1:38.504;202.578;19;38;2
39;3;6;19;0;54;1:37.711;204.222;17;38;2
40;5;20;19;0;39;1:36.870;205.995;14;38;2
41;6;13;19;0;30;1:35.914;208.048;5;38;2
42;10;16;19;0;5;1:40.330;198.891;20;38;2
45;6;13;20;10;57;1:33.600;208.153;3;40;3
46;6;8;20;8;57;1:33.709;207.911;4;40;3
47;2;9;20;6;57;1:33.775;207.765;5;40;3
48;2;2;20;5;57;1:33.565;208.231;2;40;3
49;1;5;20;4;57;1:33.193;209.062;1;40;3
50;7;15;20;3;57;1:34.204;206.819;7;40;3
51;9;17;20;2;57;1:34.305;206.597;8;40;3
52;3;3;20;1;57;1:34.072;207.109;6;40;3
53;7;10;20;0;57;1:34.807;205.503;9;40;3
54;4;4;20;0;57;1:35.194;204.668;13;40;3
55;11;22;20;0;57;1:34.855;205.399;10;40;3
56;10;21;20;0;56;1:35.057;204.963;11;40;3
57;1;1;20;0;56;1:35.520;203.969;19;40;3
58;3;6;20;0;56;1:35.433;204.155;17;40;3
59;5;7;20;0;56;1:35.333;204.369;15;40;3
60;8;19;20;0;56;1:35.324;204.389;14;40;3
61;8;11;20;0;56;1:35.891;203.18;20;40;3
62;9;14;20;0;56;1:35.351;204.331;16;40;3
63;10;16;20;0;56;1:35.442;204.136;18;40;3
64;4;12;20;0;40;1:35.129;204.808;12;40;3
65;11;18;20;0;19;1:36.125;202.686;21;40;3
67;6;8;21;10;66;1:21.670;205.191;1;42;4
68;6;13;21;8;66;1:21.801;204.863;2;42;4
69;1;1;21;6;66;1:22.017;204.323;3;42;4
70;2;9;21;5;66;1:22.106;204.102;4;42;4
71;9;17;21;4;66;1:22.564;202.969;8;42;4
72;11;18;21;3;66;1:22.353;203.489;5;42;4
73;3;6;21;2;66;1:23.549;200.576;15;42;4
74;7;15;21;1;66;1:22.758;202.494;10;42;4
75;2;2;21;0;66;1:22.519;203.08;7;42;4
76;10;21;21;0;65;1:23.439;200.841;14;42;4
77;7;10;21;0;65;1:23.007;201.886;12;42;4
78;9;14;21;0;65;1:22.842;202.288;11;42;4
79;8;11;21;0;65;1:24.617;198.045;17;42;4
80;3;3;21;0;41;1:23.319;201.13;13;42;4
81;4;4;21;0;34;1:22.683;202.677;9;42;4
82;11;22;21;0;34;1:23.858;199.837;16;42;4
83;1;5;21;0;21;1:22.453;203.243;6;42;4
84;8;19;21;0;8;1:26.864;192.922;20;42;4
85;5;7;21;0;7;1:25.999;194.862;19;42;4
86;4;12;21;0;6;1:25.444;196.128;18;42;4
89;6;13;22;10;58;1:26.666;221.734;3;44;5
90;1;1;22;8;58;1:26.529;222.085;2;44;5
91;6;8;22;6;58;1:26.506;222.144;1;44;5
92;2;9;22;5;58;1:26.780;221.442;4;44;5
93;2;2;22;4;58;1:27.219;220.328;5;44;5
94;4;4;22;3;58;1:27.280;220.174;6;44;5
95;9;17;22;2;58;1:27.630;219.294;7;44;5
96;3;3;22;1;58;1:27.795;218.882;9;44;5
97;9;14;22;0;58;1:27.966;218.457;12;44;5
98;7;15;22;0;58;1:27.926;218.556;11;44;5
99;11;18;22;0;57;1:27.998;218.377;13;44;5
100;1;5;22;0;57;1:27.640;219.269;8;44;5
101;7;10;22;0;57;1:28.303;217.623;16;44;5
102;11;22;22;0;57;1:28.017;218.33;14;44;5
103;4;12;22;0;57;1:27.867;218.703;10;44;5
104;10;16;22;0;57;1:28.780;216.454;18;44;5
105;5;20;22;0;57;1:28.180;217.926;15;44;5
106;5;7;22;0;24;1:28.745;216.539;17;44;5
109;1;1;23;10;76;1:18.510;153.152;6;46;6
110;2;9;23;8;76;1:17.933;154.286;5;46;6
111;6;13;23;6;76;1:17.886;154.379;4;46;6
112;9;17;23;5;76;1:19.036;152.133;8;46;6
113;5;20;23;4;76;1:18.787;152.614;7;46;6
114;11;22;23;3;76;1:19.574;151.104;9;46;6
115;3;6;23;2;76;1:19.910;150.469;13;46;6
116;1;5;23;1;76;1:17.282;155.586;2;46;6
117;6;8;23;0;76;1:16.689;156.789;1;46;6
118;4;4;23;0;75;1:17.869;154.413;3;46;6
119;11;18;23;0;75;1:19.582;151.089;10;46;6
120;7;10;23;0;75;1:19.618;151.021;11;46;6
121;7;15;23;0;75;1:19.830;150.62;12;46;6
122;2;2;23;0;72;1:20.251;149.829;14;46;6
123;10;16;23;0;67;1:22.039;146.564;16;46;6
124;3;3;23;0;59;1:21.270;147.951;15;46;6
125;4;12;23;0;47;1:31.187;131.86;17;46;6
126;10;21;23;0;36;1:32.849;129.5;18;46;6
127;9;14;23;0;7;1:42.112;117.753;20;46;6
128;5;7;23;0;7;1:41.150;118.872;19;46;6
129;2;9;24;10;70;1:17.539;202.473;4;48;7
130;2;2;24;8;70;1:17.430;202.758;2;48;7
131;9;14;24;6;70;1:18.085;201.057;7;48;7
132;7;10;24;5;70;1:19.087;198.51;17;48;7
133;6;13;24;4;70;1:18.006;201.261;6;48;7
134;7;15;24;3;70;1:18.870;199.056;15;48;7
135;11;22;24;2;70;1:18.301;200.503;10;48;7
136;5;20;24;1;70;1:18.532;199.913;12;48;7
137;1;5;24;0;70;1:18.462;200.091;11;48;7
138;3;3;24;0;70;1:17.977;201.336;5;48;7
139;11;18;24;0;70;1:19.352;197.847;19;48;7
140;9;17;24;0;70;1:18.201;200.759;8;48;7
141;5;7;24;0;69;1:18.620;199.689;13;48;7
142;10;21;24;0;51;1:19.066;198.563;16;48;7
143;3;6;24;0;46;1:18.784;199.273;14;48;7
144;4;4;24;0;44;1:18.225;200.697;9;48;7
145;4;12;24;0;43;1:19.239;198.129;18;48;7
146;6;8;24;0;19;1:17.387;202.871;1;48;7
147;1;1;24;0;19;1:17.506;202.559;3;48;7
148;10;16;24;0;13;1:20.666;194.624;20;48;7
149;6;13;25;10;70;1:16.729;206.956;2;50;8
150;6;8;25;8;70;1:16.630;207.224;1;50;8
151;7;15;25;6;70;1:17.567;204.721;7;50;8
152;1;5;25;5;70;1:17.134;205.87;3;50;8
153;2;9;25;4;70;1:17.172;205.768;4;50;8
154;9;17;25;3;70;1:17.507;204.879;6;50;8
155;4;12;25;2;70;1:17.758;204.218;10;50;8
156;4;4;25;1;70;1:17.641;204.525;8;50;8
157;9;14;25;0;70;1:17.818;204.06;12;50;8
158;1;1;25;0;70;1:17.453;205.022;5;50;8
159;7;10;25;0;70;1:17.836;204.013;13;50;8
160;5;20;25;0;70;1:17.760;204.212;11;50;8
161;2;2;25;0;70;1:17.716;204.328;9;50;8
162;11;22;25;0;69;1:17.969;203.665;14;50;8
163;3;6;25;0;69;1:18.054;203.443;15;50;8
164;3;3;25;0;69;1:18.311;202.776;17;50;8
165;5;7;25;0;69;1:18.216;203.022;16;50;8
166;10;21;25;0;69;1:18.557;202.141;19;50;8
167;10;16;25;0;69;1:18.462;202.385;18;50;8
168;11;18;25;0;16;1:20.876;196.345;20;50;8
169;1;1;26;10;60;1:32.817;199.398;3;52;9
170;2;2;26;8;60;1:32.719;199.609;2;52;9
171;11;22;26;6;60;1:33.386;198.183;11;52;9
172;6;8;26;5;59;1:32.150;200.842;1;52;9
173;1;5;26;4;59;1:33.130;198.728;5;52;9
174;4;4;26;3;59;1:33.133;198.722;6;52;9
175;7;15;26;2;59;1:33.808;197.292;13;52;9
176;3;6;26;1;59;1:34.277;196.31;14;52;9
177;3;3;26;0;59;1:34.797;195.234;16;52;9
178;9;17;26;0;59;1:32.952;199.109;4;52;9
179;5;7;26;0;59;1:33.367;198.224;9;52;9
180;7;10;26;0;59;1:34.610;195.619;15;52;9
181;6;13;26;0;58;1:33.257;198.458;8;52;9
182;2;9;26;0;39;1:33.539;197.859;12;52;9
183;11;18;26;0;38;1:33.376;198.205;10;52;9
184;4;12;26;0;35;1:33.203;198.573;7;52;9
185;10;21;26;0;16;1:34.930;194.96;17;52;9
186;10;16;26;0;10;1:38.160;188.545;18;52;9
189;1;1;27;10;67;1:16.039;216.552;2;54;10
190;4;12;27;8;67;1:16.910;214.099;9;54;10
191;6;13;27;6;67;1:16.502;215.241;5;54;10
192;2;2;27;5;67;1:15.987;216.7;1;54;10
193;1;5;27;4;67;1:16.495;215.261;4;54;10
194;6;8;27;3;67;1:16.342;215.692;3;54;10
195;2;9;27;2;67;1:16.610;214.937;6;54;10
196;5;20;27;1;67;1:16.772;214.484;8;54;10
197;7;15;27;0;67;1:17.023;213.785;12;54;10
198;3;3;27;0;67;1:17.380;212.799;15;54;10
199;4;4;27;0;67;1:17.115;213.53;13;54;10
200;5;7;27;0;67;1:16.969;213.935;10;54;10
201;9;14;27;0;67;1:16.994;213.866;11;54;10
202;3;6;27;0;67;1:17.691;211.947;17;54;10
203;10;16;27;0;67;1:17.889;211.408;18;54;10
204;10;21;27;0;67;1:18.208;210.546;20;54;10
205;11;18;27;0;66;1:17.636;212.097;16;54;10
206;11;22;27;0;50;1:17.986;211.145;19;54;10
207;9;17;27;0;40;1:17.206;213.278;14;54;10
208;7;10;27;0;35;1:16.712;214.652;7;54;10
209;1;5;28;10;70;1:21.753;192.917;7;56;11
210;7;10;28;8;70;1:21.671;193.111;6;56;11
211;6;8;28;6;70;1:21.195;194.243;1;56;11
212;4;4;28;5;70;1:21.793;192.823;8;56;11
213;1;1;28;4;70;1:21.493;193.533;3;56;11
214;4;12;28;3;70;1:21.537;193.428;4;56;11
215;7;15;28;2;70;1:21.638;193.189;5;56;11
216;2;9;28;1;70;1:21.941;192.475;9;56;11
217;9;17;28;0;70;1:22.125;192.043;10;56;11
218;2;2;28;0;70;1:22.183;191.908;11;56;11
219;9;14;28;0;70;1:22.732;190.634;16;56;11
220;11;18;28;0;69;1:22.397;191.409;13;56;11
221;3;6;28;0;69;1:23.307;189.319;18;56;11
222;3;3;28;0;69;1:22.397;191.409;12;56;11
223;10;21;28;0;69;1:22.641;190.844;15;56;11
224;11;22;28;0;68;1:22.436;191.319;14;56;11
225;6;13;28;0;67;1:21.355;193.861;2;56;11
226;5;7;28;0;67;1:23.220;189.516;17;56;11
227;10;16;28;0;62;1:23.650;188.542;19;56;11
228;5;20;28;0;22;1:24.222;187.262;20;56;11
229;6;13;29;10;57;1:38.708;197.637;1;58;12
230;1;1;29;8;57;1:38.884;197.285;2;58;12
231;2;9;29;6;57;1:39.330;196.399;4;58;12
232;1;5;29;5;57;1:39.112;196.831;3;58;12
233;7;15;29;4;57;1:39.657;195.755;12;58;12
234;5;20;29;3;57;1:39.485;196.093;6;58;12
235;7;10;29;2;57;1:39.535;195.995;8;58;12
236;3;3;29;1;57;1:39.577;195.912;10;58;12
237;2;2;29;0;57;1:39.526;196.013;7;58;12
238;5;7;29;0;57;1:39.639;195.79;11;58;12
239;4;12;29;0;57;1:39.544;195.977;9;58;12
240;9;17;29;0;56;1:40.264;194.57;14;58;12
241;11;18;29;0;56;1:40.763;193.606;18;58;12
242;10;21;29;0;56;1:40.353;194.397;15;58;12
243;3;6;29;0;56;1:39.803;195.469;13;58;12
244;11;22;29;0;56;1:40.593;193.933;16;58;12
245;9;14;29;0;56;1:40.978;193.194;19;58;12
246;6;8;29;0;45;1:39.424;196.214;5;58;12
247;10;16;29;0;41;1:40.661;193.802;17;58;12
249;6;13;30;10;44;1:48.222;232.987;3;60;13
250;2;2;30;8;44;1:49.067;231.182;7;60;13
251;1;1;30;6;44;1:48.135;233.175;2;60;13
252;4;4;30;5;44;1:49.238;230.82;9;60;13
253;5;20;30;4;44;1:49.086;231.142;8;60;13
254;2;9;30;3;44;1:48.965;231.399;5;60;13
255;5;7;30;2;44;1:49.002;231.32;6;60;13
256;9;17;30;1;44;1:49.515;230.236;10;60;13
257;7;10;30;0;44;1:50.255;228.691;12;60;13
258;1;5;30;0;43;1:48.223;232.985;4;60;13
259;9;14;30;0;43;1:50.177;228.853;11;60;13
260;3;3;30;0;43;1:50.656;227.862;15;60;13
261;10;16;30;0;43;1:50.487;228.211;13;60;13
262;3;6;30;0;43;1:50.970;227.218;17;60;13
263;11;18;30;0;43;1:50.671;227.832;16;60;13
264;7;15;30;0;43;1:50.543;228.095;14;60;13
265;10;21;30;0;43;1:51.701;225.731;19;60;13
266;6;8;30;0;42;1:47.930;233.618;1;60;13
267;11;22;30;0;19;1:52.072;224.983;20;60;13
268;4;12;30;0;13;1:51.118;226.915;18;60;13
269;5;20;31;10;53;1:30.510;230.414;14;62;14
270;1;5;31;8;53;1:30.300;230.95;13;62;14
271;2;9;31;6;53;1:30.298;230.955;12;62;14
272;4;4;31;5;53;1:29.961;231.82;9;62;14
273;2;2;31;4;53;1:29.807;232.217;6;62;14
274;6;13;31;3;53;1:29.696;232.505;4;62;14
275;1;1;31;2;53;1:29.721;232.44;5;62;14
276;9;17;31;1;53;1:29.681;232.544;3;62;14
277;6;8;31;0;53;1:28.047;236.859;1;62;14
278;4;12;31;0;53;1:30.918;229.38;16;62;14
279;7;10;31;0;53;1:29.948;231.853;8;62;14
280;3;6;31;0;53;1:30.215;231.167;11;62;14
281;7;15;31;0;53;1:30.853;229.544;15;62;14
282;3;3;31;0;53;1:30.019;231.671;10;62;14
283;11;18;31;0;53;1:29.827;232.166;7;62;14
284;9;14;31;0;52;1:32.459;225.557;17;62;14
285;11;22;31;0;52;1:33.918;222.053;19;62;14
286;5;7;31;0;52;1:29.258;233.646;2;62;14
287;10;16;31;0;51;1:33.458;223.146;18;62;14
288;10;21;31;0;11;1:37.304;214.326;20;62;14
289;4;4;32;10;61;1:45.768;172.464;3;64;15
290;3;3;32;8;61;1:46.454;171.352;5;64;15
291;1;1;32;6;61;1:46.072;171.969;4;64;15
292;7;10;32;5;61;1:47.044;170.408;8;64;15
293;5;20;32;4;61;1:47.271;170.047;9;64;15
294;2;2;32;3;61;1:47.306;169.992;11;64;15
295;9;14;32;2;61;1:47.562;169.587;13;64;15
296;3;6;32;1;61;1:47.287;170.022;10;64;15
297;11;18;32;0;61;1:48.128;168.7;15;64;15
298;1;5;32;0;61;1:47.337;169.943;12;64;15
299;2;9;32;0;61;1:46.899;170.639;6;64;15
300;5;7;32;0;61;1:47.820;169.181;14;64;15
301;6;13;32;0;61;1:45.757;172.482;2;64;15
302;10;21;32;0;61;1:49.101;167.195;16;64;15
303;6;8;32;0;57;1:45.599;172.74;1;64;15
304;7;15;32;0;50;1:46.972;170.523;7;64;15
305;10;16;32;0;49;1:49.270;166.936;18;64;15
306;9;17;32;0;29;1:49.183;167.069;17;64;15
307;11;22;32;0;14;1:50.320;165.348;19;64;15
308;4;12;32;0;13;1:50.449;165.154;20;64;15
309;4;4;33;10;67;1:19.101;207.668;3;66;16
310;2;9;33;8;67;1:19.292;207.168;7;66;16
311;6;8;33;6;67;1:18.995;207.947;2;66;16
312;4;12;33;5;67;1:19.199;207.411;4;66;16
313;7;15;33;4;67;1:19.524;206.564;9;66;16
314;5;20;33;3;67;1:19.617;206.322;12;66;16
315;6;13;33;2;67;1:18.426;209.456;1;66;16
316;9;17;33;1;67;1:19.820;205.798;13;66;16
317;2;2;33;0;67;1:19.461;206.727;8;66;16
318;5;7;33;0;67;1:19.262;207.246;6;66;16
319;3;3;33;0;67;1:19.531;206.545;10;66;16
320;1;1;33;0;67;1:19.560;206.47;11;66;16
321;11;22;33;0;66;1:20.575;203.869;16;66;16
322;11;18;33;0;66;1:20.849;203.178;17;66;16
323;3;6;33;0;66;1:20.364;204.404;15;66;16
324;10;21;33;0;21;1:21.577;201.365;19;66;16
325;1;5;33;0;16;1:19.258;207.257;5;66;16
326;10;16;33;0;8;1:21.189;202.327;18;66;16
327;7;10;33;0;6;1:20.254;204.685;14;66;16
329;1;1;34;10;56;1:36.325;203.722;1;68;17
330;6;13;34;8;56;1:36.591;203.161;4;68;17
331;6;8;34;6;56;1:36.483;203.389;2;68;17
332;4;4;34;5;56;1:36.659;203.018;5;68;17
333;2;2;34;4;56;1:36.498;203.357;3;68;17
334;2;9;34;3;56;1:36.854;202.61;7;68;17
335;7;10;34;2;56;1:36.727;202.876;6;68;17
336;4;12;34;1;56;1:36.996;202.313;8;68;17
337;5;20;34;0;56;1:37.212;201.863;9;68;17
338;9;14;34;0;56;1:37.753;200.746;14;68;17
339;11;22;34;0;56;1:37.845;200.558;16;68;17
340;3;6;34;0;56;1:38.019;200.202;17;68;17
341;5;7;34;0;56;1:37.452;201.366;12;68;17
342;9;17;34;0;56;1:37.680;200.896;13;68;17
343;3;3;34;0;55;1:37.246;201.793;10;68;17
344;11;18;34;0;55;1:37.773;200.705;15;68;17
345;10;21;34;0;55;1:38.372;199.483;18;68;17
346;1;5;34;0;49;1:37.302;201.677;11;68;17
347;10;16;34;0;13;1:39.683;196.86;19;68;17
348;7;15;34;0;2;2:39.612;122.945;20;68;17
349;6;13;35;10;71;1:13.736;210.377;1;70;18
350;4;4;35;8;71;1:14.229;208.98;8;70;18
351;6;8;35;6;71;1:14.117;209.296;3;70;18
352;5;20;35;5;71;1:14.214;209.022;7;70;18
353;1;1;35;4;71;1:14.159;209.177;4;70;18
354;7;10;35;3;71;1:14.057;209.465;2;70;18
355;1;5;35;2;71;1:14.207;209.042;6;70;18
356;7;15;35;1;71;1:14.167;209.155;5;70;18
357;9;17;35;0;71;1:15.033;206.741;14;70;18
358;2;2;35;0;70;1:14.652;207.796;10;70;18
359;2;9;35;0;70;1:14.375;208.57;9;70;18
360;3;3;35;0;70;1:14.934;207.014;12;70;18
361;11;18;35;0;70;1:14.759;207.498;11;70;18
362;5;7;35;0;70;1:14.951;206.967;13;70;18
363;11;22;35;0;70;1:15.414;205.696;16;70;18
364;10;16;35;0;69;1:15.773;204.721;17;70;18
365;3;6;35;0;69;1:15.865;204.473;18;70;18
366;10;21;35;0;69;1:15.212;206.249;15;70;18
369;6;8;36;10;58;1:25.235;223.978;1;72;1
370;1;4;36;8;58;1:26.314;221.178;2;72;1
371;1;1;36;6;58;1:26.351;221.083;3;72;1
372;2;2;36;5;58;1:26.722;220.137;6;72;1
373;4;21;36;4;58;1:26.892;219.707;7;72;1
374;6;13;36;3;58;1:27.044;219.323;8;72;1
375;3;3;36;2;57;1:26.721;220.14;5;72;1
376;7;23;36;1;57;1:27.796;217.444;12;72;1
377;7;15;36;0;57;1:28.034;216.857;13;72;1
378;4;5;36;0;57;1:27.592;217.951;10;72;1
379;11;22;36;0;57;1:28.098;216.699;14;72;1
380;8;11;36;0;57;1:28.487;215.746;18;72;1
381;9;17;36;0;57;1:27.501;218.178;9;72;1
382;5;24;36;0;57;1:28.282;216.247;15;72;1
383;11;18;36;0;57;1:28.387;215.991;17;72;1
384;8;19;36;0;56;1:28.489;215.742;19;72;1
385;12;16;36;0;56;1:28.687;215.26;20;72;1
386;3;25;36;0;48;1:28.303;216.196;16;72;1
387;9;14;36;0;48;1:27.706;217.668;11;72;1
388;2;9;36;0;36;1:26.642;220.341;4;72;1
389;5;26;36;0;28;1:28.953;214.616;21;72;1
390;12;27;36;0;10;1:30.899;210.022;22;72;1
391;1;4;37;10;56;1:36.861;206.014;2;74;2
392;1;1;37;8;56;1:36.701;206.355;1;74;2
393;6;8;37;6;56;1:37.228;205.237;4;74;2
394;2;2;37;5;56;1:37.417;204.838;5;74;2
395;6;13;37;4;56;1:37.199;205.298;3;74;2
396;4;21;37;3;56;1:37.879;203.872;9;74;2
397;7;15;37;2;56;1:38.016;203.587;10;74;2
398;4;5;37;1;56;1:37.810;204.015;7;74;2
399;3;25;37;0;56;1:37.864;203.903;8;74;2
400;9;17;37;0;56;1:38.540;202.504;14;74;2
401;11;22;37;0;55;1:38.566;202.451;15;74;2
402;11;18;37;0;55;1:38.658;202.262;16;74;2
403;8;11;37;0;55;1:38.496;202.595;13;74;2
404;5;26;37;0;55;1:39.098;201.364;18;74;2
405;7;23;37;0;55;1:39.243;201.07;19;74;2
406;8;19;37;0;55;1:39.566;200.417;20;74;2
407;5;24;37;0;55;1:38.447;202.695;12;74;2
408;2;9;37;0;55;1:38.874;201.82;17;74;2
409;3;3;37;0;42;1:37.704;204.237;6;74;2
410;9;14;37;0;36;1:38.098;203.416;11;74;2
411;12;27;37;0;7;1:41.495;196.608;21;74;2
413;6;13;38;10;57;1:34.067;207.12;1;76;3
414;1;1;38;8;57;1:34.270;206.674;2;76;3
415;6;8;38;6;57;1:34.357;206.483;3;76;3
416;2;2;38;5;57;1:34.470;206.236;5;76;3
417;1;4;38;4;57;1:34.420;206.346;4;76;3
418;2;9;38;3;57;1:34.819;205.477;6;76;3
419;7;15;38;2;57;1:35.153;204.756;7;76;3
420;4;21;38;1;57;1:35.200;204.655;8;76;3
421;4;5;38;0;57;1:35.475;204.065;10;76;3
422;3;3;38;0;57;1:35.556;203.893;11;76;3
423;3;25;38;0;56;1:35.992;202.966;16;76;3
424;7;23;38;0;56;1:35.845;203.278;15;76;3
425;11;22;38;0;56;1:35.842;203.284;14;76;3
426;12;27;38;0;55;1:37.184;200.477;20;76;3
427;12;16;38;0;53;1:36.772;201.33;19;76;3
428;8;19;38;0;51;1:36.111;202.715;17;76;3
429;9;17;38;0;41;1:35.705;203.575;12;76;3
430;9;14;38;0;36;1:35.384;204.26;9;76;3
431;8;11;38;0;34;1:36.359;202.193;18;76;3
432;5;24;38;0;26;1:35.723;203.537;13;76;3
435;6;13;39;10;65;1:22.680;202.685;1;78;4
436;1;1;39;8;65;1:22.876;202.205;2;78;4
437;1;4;39;6;65;1:22.966;201.986;3;78;4
438;2;9;39;5;65;1:23.129;201.59;5;78;4
439;9;14;39;4;65;1:23.524;200.636;8;78;4
440;3;3;39;3;65;1:23.693;200.231;10;78;4
441;4;5;39;2;65;1:22.980;201.952;4;78;4
442;8;11;39;1;64;1:24.110;199.239;12;78;4
443;4;21;39;0;64;1:23.560;200.55;9;78;4
444;11;22;39;0;64;1:24.287;198.82;14;78;4
445;8;19;39;0;64;1:24.291;198.811;15;78;4
446;11;18;39;0;64;1:24.186;199.059;13;78;4
447;12;16;39;0;63;1:25.191;196.71;16;78;4
448;12;27;39;0;63;1:25.260;196.551;18;78;4
449;2;2;39;0;46;1:23.483;200.735;7;78;4
450;7;23;39;0;44;1:24.003;199.492;11;78;4
451;5;24;39;0;19;1:25.207;196.673;17;78;4
452;5;26;39;0;9;1:26.238;194.322;20;78;4
453;6;8;39;0;9;1:23.475;200.754;6;78;4
454;7;15;39;0;8;1:26.094;194.647;19;78;4
455;9;17;39;0;7;1:26.323;194.131;21;78;4
457;1;4;40;10;78;1:15.284;159.715;1;80;6
458;1;1;40;8;78;1:15.372;159.528;2;80;6
459;6;13;40;6;78;1:16.183;157.83;4;80;6
460;4;21;40;5;77;1:16.254;157.683;5;80;6
461;2;9;40;4;77;1:16.006;158.198;3;80;6
462;2;2;40;3;77;1:17.041;156.072;12;80;6
463;3;25;40;2;77;1:16.658;156.852;7;80;6
464;6;8;40;1;77;1:16.592;156.987;6;80;6
465;5;26;40;0;77;1:16.867;156.426;10;80;6
466;11;22;40;0;77;1:17.080;155.993;13;80;6
467;11;18;40;0;77;1:16.802;156.558;9;80;6
468;3;3;40;0;77;1:16.991;156.174;11;80;6
469;4;5;40;0;76;1:17.100;155.953;14;80;6
470;9;14;40;0;76;1:16.786;156.591;8;80;6
471;7;15;40;0;76;1:17.495;155.158;18;80;6
472;7;23;40;0;76;1:17.231;155.688;17;80;6
473;8;11;40;0;76;1:17.183;155.785;15;80;6
474;8;19;40;0;76;1:17.223;155.704;16;80;6
475;12;27;40;0;70;1:17.689;154.77;20;80;6
476;12;16;40;0;53;1:17.678;154.792;19;80;6
477;9;17;40;0;17;1:18.998;152.206;21;80;6
479;1;1;41;10;70;1:16.494;205.239;2;82;7
480;2;2;41;8;70;1:16.696;204.699;3;82;7
481;3;25;41;6;70;1:17.947;201.413;11;82;7
482;4;5;41;5;70;1:18.368;200.331;13;82;7
483;6;8;41;4;70;1:16.861;204.259;5;82;7
484;8;11;41;3;70;1:18.035;201.186;12;82;7
485;1;4;41;2;70;1:16.367;205.58;1;82;7
486;7;23;41;1;70;1:17.910;201.509;10;82;7
487;9;17;41;0;70;1:17.618;202.267;9;82;7
488;3;3;41;0;70;1:17.156;203.478;6;82;7
489;8;19;41;0;70;1:18.780;199.284;15;82;7
490;11;22;41;0;70;1:18.543;199.885;14;82;7
491;7;15;41;0;58;1:19.092;198.497;17;82;7
492;5;24;41;0;54;1:19.375;197.79;19;82;7
493;12;27;41;0;47;1:19.254;198.092;18;82;7
494;9;14;41;0;36;1:18.981;198.776;16;82;7
495;2;9;41;0;26;1:17.529;202.499;8;82;7
496;12;16;41;0;21;1:19.452;197.598;20;82;7
497;5;26;41;0;8;1:20.092;196.019;21;82;7
499;6;13;41;0;51;1:16.849;204.291;4;82;7
500;4;21;41;0;51;1:17.411;202.808;7;82;7
501;1;1;42;10;73;1:13.222;206.101;2;84;19
502;1;4;42;8;73;1:13.257;206.003;3;84;19
503;6;13;42;6;73;1:13.380;205.658;4;84;19
504;6;8;42;5;73;1:13.117;206.397;1;84;19
505;4;5;42;4;73;1:13.998;203.94;7;84;19
506;7;15;42;3;73;1:14.016;203.891;10;84;19
507;9;17;42;2;73;1:14.004;203.924;8;84;19
508;2;20;42;1;73;1:13.862;204.316;6;84;19
509;4;21;42;0;72;1:14.009;203.91;9;84;19
510;3;25;42;0;72;1:14.486;202.604;13;84;19
511;8;19;42;0;72;1:14.066;203.753;12;84;19
512;11;18;42;0;72;1:14.703;202.015;14;84;19
513;5;26;42;0;71;1:15.092;200.969;16;84;19
514;12;16;42;0;71;1:14.858;201.597;15;84;19
515;12;27;42;0;70;1:15.902;198.824;18;84;19
516;3;3;42;0;68;1:14.066;203.753;11;84;19
517;5;24;42;0;68;1:15.426;200.079;17;84;19
518;2;2;42;0;56;1:13.414;205.562;5;84;19
519;8;11;42;0;13;1:16.680;196.807;19;84;19
523;6;8;43;10;70;1:16.207;208.374;2;86;8
524;6;13;43;8;70;1:16.099;208.67;1;86;8
525;1;1;43;6;70;1:16.587;207.34;4;86;8
