raceId;round;name
992;4;Azerbaijan Grand Prix
993;5;Spanish Grand Prix
994;6;Monaco Grand Prix
995;7;Canadian Grand Prix
996;8;French Grand Prix
997;9;Austrian Grand Prix
998;10;British Grand Prix
999;11;German Grand Prix
1000;12;Hungarian Grand Prix
1001;13;Belgian Grand Prix
1002;14;Italian Grand Prix
1003;15;Singapore Grand Prix
1004;16;Russian Grand Prix
1005;17;Japanese Grand Prix
1006;18;United States Grand Prix
1007;19;Mexican Grand Prix
1008;20;Brazilian Grand Prix
1009;21;Abu Dhabi Grand Prix
1010;1;Australian Grand Prix
1011;2;Bahrain Grand Prix
1012;3;Chinese Grand Prix
1013;4;Azerbaijan Grand Prix
1014;5;Spanish Grand Prix
1015;6;Monaco Grand Prix
1016;7;Canadian Grand Prix
1017;8;French Grand Prix
1018;9;Austrian Grand Prix
1019;10;British Grand Prix
1020;11;German Grand Prix
1021;12;Hungarian Grand Prix
1022;13;Belgian Grand Prix
1023;14;Italian Grand Prix
1024;15;Singapore Grand Prix
1025;16;Russian Grand Prix
1026;17;Japanese Grand Prix
1027;18;Mexican Grand Prix
1028;19;United States Grand Prix
1029;20;Brazilian Grand Prix
1030;21;Abu Dhabi Grand Prix
1031;1;Austrian Grand Prix
1032;2;Styrian Grand Prix
1033;3;Hungarian Grand Prix
1034;4;British Grand Prix
1035;5;70th Anniversary Grand Prix
1036;6;Spanish Grand Prix
1037;7;Belgian Grand Prix
1038;8;Italian Grand Prix
1039;9;Tuscan Grand Prix
1040;10;Russian Grand Prix
1041;11;Eifel Grand Prix
1042;12;Portuguese Grand Prix
1043;13;Emilia Romagna Grand Prix
1044;14;Turkish Grand Prix
1045;15;Bahrain Grand Prix
1046;16;Sakhir Grand Prix
1047;17;Abu Dhabi Grand Prix
1053;2;Emilia Romagna Grand Prix
1074;1;Bahrain Grand Prix
1052;1;Bahrain Grand Prix
1051;20;Qatar Grand Prix
1054;3;Portuguese Grand Prix
1055;4;Spanish Grand Prix
1056;5;Monaco Grand Prix
1057;6;Azerbaijan Grand Prix
1058;8;Styrian Grand Prix
1059;7;French Grand Prix
1060;9;Austrian Grand Prix
1061;10;British Grand Prix
1062;11;Hungarian Grand Prix
1063;12;Belgian Grand Prix
1064;13;Dutch Grand Prix
1065;14;Italian Grand Prix
1066;15;Russian Grand Prix
1067;16;Turkish Grand Prix
1069;17;United States Grand Prix
1070;18;Mexico City Grand Prix
1071;19;S??o Paulo Grand Prix
1072;21;Saudi Arabian Grand Prix
1073;22;Abu Dhabi Grand Prix
1075;2;Saudi Arabian Grand Prix
1076;3;Australian Grand Prix
1077;4;Emilia Romagna Grand Prix
1078;5;Miami Grand Prix
1079;6;Spanish Grand Prix
1080;7;Monaco Grand Prix
1081;8;Azerbaijan Grand Prix
1082;9;Canadian Grand Prix
1083;10;British Grand Prix
1084;11;Austrian Grand Prix
1085;12;French Grand Prix
1086;13;Hungarian Grand Prix
1087;14;Belgian Grand Prix
1088;15;Dutch Grand Prix
1089;16;Italian Grand Prix
1091;17;Singapore Grand Prix
1092;18;Japanese Grand Prix
1093;19;United States Grand Prix
1094;20;Mexico City Grand Prix
1095;21;Brazilian Grand Prix
1096;22;Abu Dhabi Grand Prix
