raceId;year;round;circuitId;name;date;time;day;mounth;iddate
395;1987;8;10;German Grand Prix;26/07/87;\N;26;7;790
396;1987;9;11;Hungarian Grand Prix;09/08/87;\N;9;8;792
397;1987;10;23;Austrian Grand Prix;16/08/87;\N;16;8;794
398;1987;11;14;Italian Grand Prix;06/09/87;\N;6;9;796
399;1987;12;27;Portuguese Grand Prix;20/09/87;\N;20;9;798
400;1987;13;26;Spanish Grand Prix;27/09/87;\N;27;9;800
401;1987;14;32;Mexican Grand Prix;18/10/87;\N;18;10;802
402;1987;15;22;Japanese Grand Prix;01/11/87;\N;1;11;804
403;1987;16;29;Australian Grand Prix;15/11/87;\N;15;11;806
404;1986;1;36;Brazilian Grand Prix;23/03/86;\N;23;3;808
405;1986;2;26;Spanish Grand Prix;13/04/86;\N;13;4;810
406;1986;3;21;San Marino Grand Prix;27/04/86;\N;27;4;812
407;1986;4;6;Monaco Grand Prix;11/05/86;\N;11;5;814
408;1986;5;13;Belgian Grand Prix;25/05/86;\N;25;5;816
409;1986;6;7;Canadian Grand Prix;15/06/86;\N;15;6;818
410;1986;7;37;Detroit Grand Prix;22/06/86;\N;22;6;820
411;1986;8;34;French Grand Prix;06/07/86;\N;6;7;822
412;1986;9;38;British Grand Prix;13/07/86;\N;13;7;824
413;1986;10;10;German Grand Prix;27/07/86;\N;27;7;826
414;1986;11;11;Hungarian Grand Prix;10/08/86;\N;10;8;828
415;1986;12;23;Austrian Grand Prix;17/08/86;\N;17;8;830
416;1986;13;14;Italian Grand Prix;07/09/86;\N;7;9;832
417;1986;14;27;Portuguese Grand Prix;21/09/86;\N;21;9;834
418;1986;15;32;Mexican Grand Prix;12/10/86;\N;12;10;836
419;1986;16;29;Australian Grand Prix;26/10/86;\N;26;10;838
420;1985;1;36;Brazilian Grand Prix;07/04/85;\N;7;4;840
421;1985;2;27;Portuguese Grand Prix;21/04/85;\N;21;4;842
422;1985;3;21;San Marino Grand Prix;05/05/85;\N;5;5;844
423;1985;4;6;Monaco Grand Prix;19/05/85;\N;19;5;846
424;1985;5;7;Canadian Grand Prix;16/06/85;\N;16;6;848
425;1985;6;37;Detroit Grand Prix;23/06/85;\N;23;6;850
426;1985;7;34;French Grand Prix;07/07/85;\N;7;7;852
427;1985;8;9;British Grand Prix;21/07/85;\N;21;7;854
428;1985;9;20;German Grand Prix;04/08/85;\N;4;8;856
429;1985;10;23;Austrian Grand Prix;18/08/85;\N;18;8;858
430;1985;11;39;Dutch Grand Prix;25/08/85;\N;25;8;860
431;1985;12;14;Italian Grand Prix;08/09/85;\N;8;9;862
432;1985;13;13;Belgian Grand Prix;15/09/85;\N;15;9;864
433;1985;14;38;European Grand Prix;06/10/85;\N;6;10;866
434;1985;15;30;South African Grand Prix;19/10/85;\N;19;10;868
435;1985;16;29;Australian Grand Prix;03/11/85;\N;3;11;870
436;1984;1;36;Brazilian Grand Prix;25/03/84;\N;25;3;872
437;1984;2;30;South African Grand Prix;07/04/84;\N;7;4;874
438;1984;3;40;Belgian Grand Prix;29/04/84;\N;29;4;876
439;1984;4;21;San Marino Grand Prix;06/05/84;\N;6;5;878
440;1984;5;41;French Grand Prix;20/05/84;\N;20;5;880
441;1984;6;6;Monaco Grand Prix;03/06/84;\N;3;6;882
442;1984;7;7;Canadian Grand Prix;17/06/84;\N;17;6;884
443;1984;8;37;Detroit Grand Prix;24/06/84;\N;24;6;886
444;1984;9;42;Dallas Grand Prix;08/07/84;\N;8;7;888
445;1984;10;38;British Grand Prix;22/07/84;\N;22;7;890
446;1984;11;10;German Grand Prix;05/08/84;\N;5;8;892
447;1984;12;23;Austrian Grand Prix;19/08/84;\N;19;8;894
448;1984;13;39;Dutch Grand Prix;26/08/84;\N;26;8;896
449;1984;14;14;Italian Grand Prix;09/09/84;\N;9;9;898
450;1984;15;20;European Grand Prix;07/10/84;\N;7;10;900
451;1984;16;27;Portuguese Grand Prix;21/10/84;\N;21;10;902
452;1983;1;36;Brazilian Grand Prix;13/03/83;\N;13;3;904
453;1983;2;43;United States Grand Prix West;27/03/83;\N;27;3;906
454;1983;3;34;French Grand Prix;17/04/83;\N;17;4;908
455;1983;4;21;San Marino Grand Prix;01/05/83;\N;1;5;910
456;1983;5;6;Monaco Grand Prix;15/05/83;\N;15;5;912
457;1983;6;13;Belgian Grand Prix;22/05/83;\N;22;5;914
458;1983;7;37;Detroit Grand Prix;05/06/83;\N;5;6;916
459;1983;8;7;Canadian Grand Prix;12/06/83;\N;12;6;918
460;1983;9;9;British Grand Prix;16/07/83;\N;16;7;920
461;1983;10;10;German Grand Prix;07/08/83;\N;7;8;922
462;1983;11;23;Austrian Grand Prix;14/08/83;\N;14;8;924
463;1983;12;39;Dutch Grand Prix;28/08/83;\N;28;8;926
464;1983;13;14;Italian Grand Prix;11/09/83;\N;11;9;928
465;1983;14;38;European Grand Prix;25/09/83;\N;25;9;930
466;1983;15;30;South African Grand Prix;15/10/83;\N;15;10;932
467;1982;1;30;South African Grand Prix;23/01/82;\N;23;1;934
468;1982;2;36;Brazilian Grand Prix;21/03/82;\N;21;3;936
469;1982;3;43;United States Grand Prix West;04/04/82;\N;4;4;938
470;1982;4;21;San Marino Grand Prix;25/04/82;\N;25;4;940
471;1982;5;40;Belgian Grand Prix;09/05/82;\N;9;5;942
472;1982;6;6;Monaco Grand Prix;23/05/82;\N;23;5;944
473;1982;7;37;Detroit Grand Prix;06/06/82;\N;6;6;946
474;1982;8;7;Canadian Grand Prix;13/06/82;\N;13;6;948
475;1982;9;39;Dutch Grand Prix;03/07/82;\N;3;7;950
476;1982;10;38;British Grand Prix;18/07/82;\N;18;7;952
477;1982;11;34;French Grand Prix;25/07/82;\N;25;7;954
478;1982;12;10;German Grand Prix;08/08/82;\N;8;8;956
479;1982;13;23;Austrian Grand Prix;15/08/82;\N;15;8;958
480;1982;14;41;Swiss Grand Prix;29/08/82;\N;29;8;960
481;1982;15;14;Italian Grand Prix;12/09/82;\N;12;9;962
482;1982;16;44;Caesars Palace Grand Prix;25/09/82;\N;25;9;964
483;1981;1;43;United States Grand Prix West;15/03/81;\N;15;3;966
484;1981;2;36;Brazilian Grand Prix;29/03/81;\N;29;3;968
485;1981;3;25;Argentine Grand Prix;12/04/81;\N;12;4;970
486;1981;4;21;San Marino Grand Prix;03/05/81;\N;3;5;972
487;1981;5;40;Belgian Grand Prix;17/05/81;\N;17;5;974
488;1981;6;6;Monaco Grand Prix;31/05/81;\N;31;5;976
489;1981;7;45;Spanish Grand Prix;21/06/81;\N;21;6;978
490;1981;8;41;French Grand Prix;05/07/81;\N;5;7;980
491;1981;9;9;British Grand Prix;18/07/81;\N;18;7;982
492;1981;10;10;German Grand Prix;02/08/81;\N;2;8;984
493;1981;11;23;Austrian Grand Prix;16/08/81;\N;16;8;986
494;1981;12;39;Dutch Grand Prix;30/08/81;\N;30;8;988
495;1981;13;14;Italian Grand Prix;13/09/81;\N;13;9;990
496;1981;14;7;Canadian Grand Prix;27/09/81;\N;27;9;992
497;1981;15;44;Caesars Palace Grand Prix;17/10/81;\N;17;10;994
498;1980;1;25;Argentine Grand Prix;13/01/80;\N;13;1;996
499;1980;2;18;Brazilian Grand Prix;27/01/80;\N;27;1;998
500;1980;3;30;South African Grand Prix;01/03/80;\N;1;3;1000
501;1980;4;43;United States Grand Prix West;30/03/80;\N;30;3;1002
502;1980;5;40;Belgian Grand Prix;04/05/80;\N;4;5;1004
503;1980;6;6;Monaco Grand Prix;18/05/80;\N;18;5;1006
504;1980;7;34;French Grand Prix;29/06/80;\N;29;6;1008
505;1980;8;38;British Grand Prix;13/07/80;\N;13;7;1010
506;1980;9;10;German Grand Prix;10/08/80;\N;10;8;1012
507;1980;10;23;Austrian Grand Prix;17/08/80;\N;17;8;1014
508;1980;11;39;Dutch Grand Prix;31/08/80;\N;31;8;1016
509;1980;12;21;Italian Grand Prix;14/09/80;\N;14;9;1018
510;1980;13;7;Canadian Grand Prix;28/09/80;\N;28;9;1020
511;1980;14;46;United States Grand Prix;05/10/80;\N;5;10;1022
512;1979;1;25;Argentine Grand Prix;21/01/79;\N;21;1;1024
513;1979;2;18;Brazilian Grand Prix;04/02/79;\N;4;2;1026
514;1979;3;30;South African Grand Prix;03/03/79;\N;3;3;1028
515;1979;4;43;United States Grand Prix West;08/04/79;\N;8;4;1030
516;1979;5;45;Spanish Grand Prix;29/04/79;\N;29;4;1032
517;1979;6;40;Belgian Grand Prix;13/05/79;\N;13;5;1034
518;1979;7;6;Monaco Grand Prix;27/05/79;\N;27;5;1036
519;1979;8;41;French Grand Prix;01/07/79;\N;1;7;1038
520;1979;9;9;British Grand Prix;14/07/79;\N;14;7;1040
521;1979;10;10;German Grand Prix;29/07/79;\N;29;7;1042
522;1979;11;23;Austrian Grand Prix;12/08/79;\N;12;8;1044
523;1979;12;39;Dutch Grand Prix;26/08/79;\N;26;8;1046
524;1979;13;14;Italian Grand Prix;09/09/79;\N;9;9;1048
525;1979;14;7;Canadian Grand Prix;30/09/79;\N;30;9;1050
526;1979;15;46;United States Grand Prix;07/10/79;\N;7;10;1052
527;1978;1;25;Argentine Grand Prix;15/01/78;\N;15;1;1054
528;1978;2;36;Brazilian Grand Prix;29/01/78;\N;29;1;1056
529;1978;3;30;South African Grand Prix;04/03/78;\N;4;3;1058
530;1978;4;43;United States Grand Prix West;02/04/78;\N;2;4;1060
531;1978;5;6;Monaco Grand Prix;07/05/78;\N;7;5;1062
532;1978;6;40;Belgian Grand Prix;21/05/78;\N;21;5;1064
533;1978;7;45;Spanish Grand Prix;04/06/78;\N;4;6;1066
534;1978;8;47;Swedish Grand Prix;17/06/78;\N;17;6;1068
535;1978;9;34;French Grand Prix;02/07/78;\N;2;7;1070
536;1978;10;38;British Grand Prix;16/07/78;\N;16;7;1072
537;1978;11;10;German Grand Prix;30/07/78;\N;30;7;1074
538;1978;12;23;Austrian Grand Prix;13/08/78;\N;13;8;1076
539;1978;13;39;Dutch Grand Prix;27/08/78;\N;27;8;1078
540;1978;14;14;Italian Grand Prix;10/09/78;\N;10;9;1080
541;1978;15;46;United States Grand Prix;01/10/78;\N;1;10;1082
542;1978;16;7;Canadian Grand Prix;08/10/78;\N;8;10;1084
543;1977;1;25;Argentine Grand Prix;09/01/77;\N;9;1;1086
544;1977;2;18;Brazilian Grand Prix;23/01/77;\N;23;1;1088
545;1977;3;30;South African Grand Prix;05/03/77;\N;5;3;1090
546;1977;4;43;United States Grand Prix West;03/04/77;\N;3;4;1092
547;1977;5;45;Spanish Grand Prix;08/05/77;\N;8;5;1094
548;1977;6;6;Monaco Grand Prix;22/05/77;\N;22;5;1096
549;1977;7;40;Belgian Grand Prix;05/06/77;\N;5;6;1098
550;1977;8;47;Swedish Grand Prix;19/06/77;\N;19;6;1100
551;1977;9;41;French Grand Prix;03/07/77;\N;3;7;1102
552;1977;10;9;British Grand Prix;16/07/77;\N;16;7;1104
553;1977;11;10;German Grand Prix;31/07/77;\N;31;7;1106
554;1977;12;23;Austrian Grand Prix;14/08/77;\N;14;8;1108
555;1977;13;39;Dutch Grand Prix;28/08/77;\N;28;8;1110
556;1977;14;14;Italian Grand Prix;11/09/77;\N;11;9;1112
557;1977;15;46;United States Grand Prix;02/10/77;\N;2;10;1114
558;1977;16;48;Canadian Grand Prix;09/10/77;\N;9;10;1116
559;1977;17;16;Japanese Grand Prix;23/10/77;\N;23;10;1118
560;1976;1;18;Brazilian Grand Prix;25/01/76;\N;25;1;1120
561;1976;2;30;South African Grand Prix;06/03/76;\N;6;3;1122
562;1976;3;43;United States Grand Prix West;28/03/76;\N;28;3;1124
563;1976;4;45;Spanish Grand Prix;02/05/76;\N;2;5;1126
564;1976;5;40;Belgian Grand Prix;16/05/76;\N;16;5;1128
565;1976;6;6;Monaco Grand Prix;30/05/76;\N;30;5;1130
566;1976;7;47;Swedish Grand Prix;13/06/76;\N;13;6;1132
567;1976;8;34;French Grand Prix;04/07/76;\N;4;7;1134
568;1976;9;38;British Grand Prix;18/07/76;\N;18;7;1136
569;1976;10;20;German Grand Prix;01/08/76;\N;1;8;1138
570;1976;11;23;Austrian Grand Prix;15/08/76;\N;15;8;1140
571;1976;12;39;Dutch Grand Prix;29/08/76;\N;29;8;1142
572;1976;13;14;Italian Grand Prix;12/09/76;\N;12;9;1144
573;1976;14;48;Canadian Grand Prix;03/10/76;\N;3;10;1146
574;1976;15;46;United States Grand Prix;10/10/76;\N;10;10;1148
575;1976;16;16;Japanese Grand Prix;24/10/76;\N;24;10;1150
576;1975;1;25;Argentine Grand Prix;12/01/75;\N;12;1;1152
577;1975;2;18;Brazilian Grand Prix;26/01/75;\N;26;1;1154
578;1975;3;30;South African Grand Prix;01/03/75;\N;1;3;1156
579;1975;4;49;Spanish Grand Prix;27/04/75;\N;27;4;1158
580;1975;5;6;Monaco Grand Prix;11/05/75;\N;11;5;1160
581;1975;6;40;Belgian Grand Prix;25/05/75;\N;25;5;1162
582;1975;7;47;Swedish Grand Prix;08/06/75;\N;8;6;1164
583;1975;8;39;Dutch Grand Prix;22/06/75;\N;22;6;1166
584;1975;9;34;French Grand Prix;06/07/75;\N;6;7;1168
585;1975;10;9;British Grand Prix;19/07/75;\N;19;7;1170
586;1975;11;20;German Grand Prix;03/08/75;\N;3;8;1172
587;1975;12;23;Austrian Grand Prix;17/08/75;\N;17;8;1174
588;1975;13;14;Italian Grand Prix;07/09/75;\N;7;9;1176
589;1975;14;46;United States Grand Prix;05/10/75;\N;5;10;1178
590;1974;1;25;Argentine Grand Prix;13/01/74;\N;13;1;1180
591;1974;2;18;Brazilian Grand Prix;27/01/74;\N;27;1;1182
592;1974;3;30;South African Grand Prix;30/03/74;\N;30;3;1184
593;1974;4;45;Spanish Grand Prix;28/04/74;\N;28;4;1186
594;1974;5;50;Belgian Grand Prix;12/05/74;\N;12;5;1188
595;1974;6;6;Monaco Grand Prix;26/05/74;\N;26;5;1190
596;1974;7;47;Swedish Grand Prix;09/06/74;\N;9;6;1192
597;1974;8;39;Dutch Grand Prix;23/06/74;\N;23;6;1194
598;1974;9;41;French Grand Prix;07/07/74;\N;7;7;1196
599;1974;10;38;British Grand Prix;20/07/74;\N;20;7;1198
600;1974;11;20;German Grand Prix;04/08/74;\N;4;8;1200
601;1974;12;23;Austrian Grand Prix;18/08/74;\N;18;8;1202
602;1974;13;14;Italian Grand Prix;08/09/74;\N;8;9;1204
603;1974;14;48;Canadian Grand Prix;22/09/74;\N;22;9;1206
604;1974;15;46;United States Grand Prix;06/10/74;\N;6;10;1208
605;1973;1;25;Argentine Grand Prix;28/01/73;\N;28;1;1210
606;1973;2;18;Brazilian Grand Prix;11/02/73;\N;11;2;1212
607;1973;3;30;South African Grand Prix;03/03/73;\N;3;3;1214
608;1973;4;49;Spanish Grand Prix;29/04/73;\N;29;4;1216
609;1973;5;40;Belgian Grand Prix;20/05/73;\N;20;5;1218
610;1973;6;6;Monaco Grand Prix;03/06/73;\N;3;6;1220
611;1973;7;47;Swedish Grand Prix;17/06/73;\N;17;6;1222
612;1973;8;34;French Grand Prix;01/07/73;\N;1;7;1224
613;1973;9;9;British Grand Prix;14/07/73;\N;14;7;1226
614;1973;10;39;Dutch Grand Prix;29/07/73;\N;29;7;1228
615;1973;11;20;German Grand Prix;05/08/73;\N;5;8;1230
616;1973;12;23;Austrian Grand Prix;19/08/73;\N;19;8;1232
617;1973;13;14;Italian Grand Prix;09/09/73;\N;9;9;1234
618;1973;14;48;Canadian Grand Prix;23/09/73;\N;23;9;1236
619;1973;15;46;United States Grand Prix;07/10/73;\N;7;10;1238
620;1972;1;25;Argentine Grand Prix;23/01/72;\N;23;1;1240
621;1972;2;30;South African Grand Prix;04/03/72;\N;4;3;1242
622;1972;3;45;Spanish Grand Prix;01/05/72;\N;1;5;1244
623;1972;4;6;Monaco Grand Prix;14/05/72;\N;14;5;1246
624;1972;5;50;Belgian Grand Prix;04/06/72;\N;4;6;1248
625;1972;6;51;French Grand Prix;02/07/72;\N;2;7;1250
626;1972;7;38;British Grand Prix;15/07/72;\N;15;7;1252
627;1972;8;20;German Grand Prix;30/07/72;\N;30;7;1254
628;1972;9;23;Austrian Grand Prix;13/08/72;\N;13;8;1256
629;1972;10;14;Italian Grand Prix;10/09/72;\N;10;9;1258
630;1972;11;48;Canadian Grand Prix;24/09/72;\N;24;9;1260
631;1972;12;46;United States Grand Prix;08/10/72;\N;8;10;1262
632;1971;1;30;South African Grand Prix;06/03/71;\N;6;3;1264
633;1971;2;49;Spanish Grand Prix;18/04/71;\N;18;4;1266
634;1971;3;6;Monaco Grand Prix;23/05/71;\N;23;5;1268
635;1971;4;39;Dutch Grand Prix;20/06/71;\N;20;6;1270
636;1971;5;34;French Grand Prix;04/07/71;\N;4;7;1272
637;1971;6;9;British Grand Prix;17/07/71;\N;17;7;1274
638;1971;7;20;German Grand Prix;01/08/71;\N;1;8;1276
639;1971;8;23;Austrian Grand Prix;15/08/71;\N;15;8;1278
640;1971;9;14;Italian Grand Prix;05/09/71;\N;5;9;1280
641;1971;10;48;Canadian Grand Prix;19/09/71;\N;19;9;1282
642;1971;11;46;United States Grand Prix;03/10/71;\N;3;10;1284
643;1970;1;30;South African Grand Prix;07/03/70;\N;7;3;1286
644;1970;2;45;Spanish Grand Prix;19/04/70;\N;19;4;1288
645;1970;3;6;Monaco Grand Prix;10/05/70;\N;10;5;1290
646;1970;4;13;Belgian Grand Prix;07/06/70;\N;7;6;1292
647;1970;5;39;Dutch Grand Prix;21/06/70;\N;21;6;1294
648;1970;6;51;French Grand Prix;05/07/70;\N;5;7;1296
649;1970;7;38;British Grand Prix;18/07/70;\N;18;7;1298
650;1970;8;10;German Grand Prix;02/08/70;\N;2;8;1300
651;1970;9;23;Austrian Grand Prix;16/08/70;\N;16;8;1302
652;1970;10;14;Italian Grand Prix;06/09/70;\N;6;9;1304
653;1970;11;52;Canadian Grand Prix;20/09/70;\N;20;9;1306
654;1970;12;46;United States Grand Prix;04/10/70;\N;4;10;1308
655;1970;13;32;Mexican Grand Prix;25/10/70;\N;25;10;1310
656;1969;1;30;South African Grand Prix;01/03/69;\N;1;3;1312
657;1969;2;49;Spanish Grand Prix;04/05/69;\N;4;5;1314
658;1969;3;6;Monaco Grand Prix;18/05/69;\N;18;5;1316
659;1969;4;39;Dutch Grand Prix;21/06/69;\N;21;6;1318
660;1969;5;51;French Grand Prix;06/07/69;\N;6;7;1320
661;1969;6;9;British Grand Prix;19/07/69;\N;19;7;1322
662;1969;7;20;German Grand Prix;03/08/69;\N;3;8;1324
663;1969;8;14;Italian Grand Prix;07/09/69;\N;7;9;1326
664;1969;9;48;Canadian Grand Prix;20/09/69;\N;20;9;1328
665;1969;10;46;United States Grand Prix;05/10/69;\N;5;10;1330
666;1969;11;32;Mexican Grand Prix;19/10/69;\N;19;10;1332
667;1968;1;30;South African Grand Prix;01/01/68;\N;1;1;1334
668;1968;2;45;Spanish Grand Prix;12/05/68;\N;12;5;1336
669;1968;3;6;Monaco Grand Prix;26/05/68;\N;26;5;1338
670;1968;4;13;Belgian Grand Prix;09/06/68;\N;9;6;1340
671;1968;5;39;Dutch Grand Prix;23/06/68;\N;23;6;1342
672;1968;6;53;French Grand Prix;07/07/68;\N;7;7;1344
673;1968;7;38;British Grand Prix;20/07/68;\N;20;7;1346
674;1968;8;20;German Grand Prix;04/08/68;\N;4;8;1348
675;1968;9;14;Italian Grand Prix;08/09/68;\N;8;9;1350
676;1968;10;52;Canadian Grand Prix;22/09/68;\N;22;9;1352
677;1968;11;46;United States Grand Prix;06/10/68;\N;6;10;1354
678;1968;12;32;Mexican Grand Prix;03/11/68;\N;3;11;1356
679;1967;1;30;South African Grand Prix;02/01/67;\N;2;1;1358
680;1967;2;6;Monaco Grand Prix;07/05/67;\N;7;5;1360
681;1967;3;39;Dutch Grand Prix;04/06/67;\N;4;6;1362
682;1967;4;13;Belgian Grand Prix;18/06/67;\N;18;6;1364
683;1967;5;54;French Grand Prix;02/07/67;\N;2;7;1366
684;1967;6;9;British Grand Prix;15/07/67;\N;15;7;1368
685;1967;7;20;German Grand Prix;06/08/67;\N;6;8;1370
686;1967;8;48;Canadian Grand Prix;27/08/67;\N;27;8;1372
687;1967;9;14;Italian Grand Prix;10/09/67;\N;10;9;1374
688;1967;10;46;United States Grand Prix;01/10/67;\N;1;10;1376
689;1967;11;32;Mexican Grand Prix;22/10/67;\N;22;10;1378
690;1966;1;6;Monaco Grand Prix;22/05/66;\N;22;5;1380
691;1966;2;13;Belgian Grand Prix;12/06/66;\N;12;6;1382
692;1966;3;55;French Grand Prix;03/07/66;\N;3;7;1384
693;1966;4;38;British Grand Prix;16/07/66;\N;16;7;1386
694;1966;5;39;Dutch Grand Prix;24/07/66;\N;24;7;1388
695;1966;6;20;German Grand Prix;07/08/66;\N;7;8;1390
696;1966;7;14;Italian Grand Prix;04/09/66;\N;4;9;1392
697;1966;8;46;United States Grand Prix;02/10/66;\N;2;10;1394
698;1966;9;32;Mexican Grand Prix;23/10/66;\N;23;10;1396
699;1965;1;56;South African Grand Prix;01/01/65;\N;1;1;1398
700;1965;2;6;Monaco Grand Prix;30/05/65;\N;30;5;1400
701;1965;3;13;Belgian Grand Prix;13/06/65;\N;13;6;1402
702;1965;4;51;French Grand Prix;27/06/65;\N;27;6;1404
703;1965;5;9;British Grand Prix;10/07/65;\N;10;7;1406
704;1965;6;39;Dutch Grand Prix;18/07/65;\N;18;7;1408
705;1965;7;20;German Grand Prix;01/08/65;\N;1;8;1410
706;1965;8;14;Italian Grand Prix;12/09/65;\N;12;9;1412
707;1965;9;46;United States Grand Prix;03/10/65;\N;3;10;1414
708;1965;10;32;Mexican Grand Prix;24/10/65;\N;24;10;1416
709;1964;1;6;Monaco Grand Prix;10/05/64;\N;10;5;1418
710;1964;2;39;Dutch Grand Prix;24/05/64;\N;24;5;1420
711;1964;3;13;Belgian Grand Prix;14/06/64;\N;14;6;1422
712;1964;4;53;French Grand Prix;28/06/64;\N;28;6;1424
713;1964;5;38;British Grand Prix;11/07/64;\N;11;7;1426
714;1964;6;20;German Grand Prix;02/08/64;\N;2;8;1428
715;1964;7;57;Austrian Grand Prix;23/08/64;\N;23;8;1430
716;1964;8;14;Italian Grand Prix;06/09/64;\N;6;9;1432
717;1964;9;46;United States Grand Prix;04/10/64;\N;4;10;1434
718;1964;10;32;Mexican Grand Prix;25/10/64;\N;25;10;1436
719;1963;1;6;Monaco Grand Prix;26/05/63;\N;26;5;1438
720;1963;2;13;Belgian Grand Prix;09/06/63;\N;9;6;1440
721;1963;3;39;Dutch Grand Prix;23/06/63;\N;23;6;1442
722;1963;4;55;French Grand Prix;30/06/63;\N;30;6;1444
723;1963;5;9;British Grand Prix;20/07/63;\N;20;7;1446
724;1963;6;20;German Grand Prix;04/08/63;\N;4;8;1448
725;1963;7;14;Italian Grand Prix;08/09/63;\N;8;9;1450
726;1963;8;46;United States Grand Prix;06/10/63;\N;6;10;1452
727;1963;9;32;Mexican Grand Prix;27/10/63;\N;27;10;1454
728;1963;10;56;South African Grand Prix;28/12/63;\N;28;12;1456
729;1962;1;39;Dutch Grand Prix;20/05/62;\N;20;5;1458
730;1962;2;6;Monaco Grand Prix;03/06/62;\N;3;6;1460
731;1962;3;13;Belgian Grand Prix;17/06/62;\N;17;6;1462
732;1962;4;53;French Grand Prix;08/07/62;\N;8;7;1464
733;1962;5;58;British Grand Prix;21/07/62;\N;21;7;1466
734;1962;6;20;German Grand Prix;05/08/62;\N;5;8;1468
735;1962;7;14;Italian Grand Prix;16/09/62;\N;16;9;1470
736;1962;8;46;United States Grand Prix;07/10/62;\N;7;10;1472
737;1962;9;56;South African Grand Prix;29/12/62;\N;29;12;1474
738;1961;1;6;Monaco Grand Prix;14/05/61;\N;14;5;1476
739;1961;2;39;Dutch Grand Prix;22/05/61;\N;22;5;1478
740;1961;3;13;Belgian Grand Prix;18/06/61;\N;18;6;1480
741;1961;4;55;French Grand Prix;02/07/61;\N;2;7;1482
742;1961;5;58;British Grand Prix;15/07/61;\N;15;7;1484
743;1961;6;20;German Grand Prix;06/08/61;\N;6;8;1486
744;1961;7;14;Italian Grand Prix;10/09/61;\N;10;9;1488
745;1961;8;46;United States Grand Prix;08/10/61;\N;8;10;1490
746;1960;1;25;Argentine Grand Prix;07/02/60;\N;7;2;1492
747;1960;2;6;Monaco Grand Prix;29/05/60;\N;29;5;1494
748;1960;3;19;Indianapolis 500;30/05/60;\N;30;5;1496
749;1960;4;39;Dutch Grand Prix;06/06/60;\N;6;6;1498
750;1960;5;13;Belgian Grand Prix;19/06/60;\N;19;6;1500
751;1960;6;55;French Grand Prix;03/07/60;\N;3;7;1502
752;1960;7;9;British Grand Prix;16/07/60;\N;16;7;1504
753;1960;8;59;Portuguese Grand Prix;14/08/60;\N;14;8;1506
754;1960;9;14;Italian Grand Prix;04/09/60;\N;4;9;1508
755;1960;10;60;United States Grand Prix;20/11/60;\N;20;11;1510
756;1959;1;6;Monaco Grand Prix;10/05/59;\N;10;5;1512
757;1959;2;19;Indianapolis 500;30/05/59;\N;30;5;1514
758;1959;3;39;Dutch Grand Prix;31/05/59;\N;31;5;1516
759;1959;4;55;French Grand Prix;05/07/59;\N;5;7;1518
760;1959;5;58;British Grand Prix;18/07/59;\N;18;7;1520
761;1959;6;61;German Grand Prix;02/08/59;\N;2;8;1522
762;1959;7;62;Portuguese Grand Prix;23/08/59;\N;23;8;1524
763;1959;8;14;Italian Grand Prix;13/09/59;\N;13;9;1526
764;1959;9;63;United States Grand Prix;12/12/59;\N;12;12;1528
765;1958;1;25;Argentine Grand Prix;19/01/58;\N;19;1;1530
766;1958;2;6;Monaco Grand Prix;18/05/58;\N;18;5;1532
767;1958;3;39;Dutch Grand Prix;26/05/58;\N;26;5;1534
768;1958;4;19;Indianapolis 500;30/05/58;\N;30;5;1536
769;1958;5;13;Belgian Grand Prix;15/06/58;\N;15;6;1538
770;1958;6;55;French Grand Prix;06/07/58;\N;6;7;1540
771;1958;7;9;British Grand Prix;19/07/58;\N;19;7;1542
772;1958;8;20;German Grand Prix;03/08/58;\N;3;8;1544
773;1958;9;59;Portuguese Grand Prix;24/08/58;\N;24;8;1546
774;1958;10;14;Italian Grand Prix;07/09/58;\N;7;9;1548
775;1958;11;64;Moroccan Grand Prix;19/10/58;\N;19;10;1550
776;1957;1;25;Argentine Grand Prix;13/01/57;\N;13;1;1552
777;1957;2;6;Monaco Grand Prix;19/05/57;\N;19;5;1554
778;1957;3;19;Indianapolis 500;30/05/57;\N;30;5;1556
779;1957;4;53;French Grand Prix;07/07/57;\N;7;7;1558
780;1957;5;58;British Grand Prix;20/07/57;\N;20;7;1560
781;1957;6;20;German Grand Prix;04/08/57;\N;4;8;1562
782;1957;7;65;Pescara Grand Prix;18/08/57;\N;18;8;1564
783;1957;8;14;Italian Grand Prix;08/09/57;\N;8;9;1566
784;1956;1;25;Argentine Grand Prix;22/01/56;\N;22;1;1568
785;1956;2;6;Monaco Grand Prix;13/05/56;\N;13;5;1570
786;1956;3;19;Indianapolis 500;30/05/56;\N;30;5;1572
787;1956;4;13;Belgian Grand Prix;03/06/56;\N;3;6;1574
788;1956;5;55;French Grand Prix;01/07/56;\N;1;7;1576
789;1956;6;9;British Grand Prix;14/07/56;\N;14;7;1578
790;1956;7;20;German Grand Prix;05/08/56;\N;5;8;1580
791;1956;8;14;Italian Grand Prix;02/09/56;\N;2;9;1582
792;1955;1;25;Argentine Grand Prix;16/01/55;\N;16;1;1584
793;1955;2;6;Monaco Grand Prix;22/05/55;\N;22;5;1586
794;1955;3;19;Indianapolis 500;30/05/55;\N;30;5;1588
795;1955;4;13;Belgian Grand Prix;05/06/55;\N;5;6;1590
796;1955;5;39;Dutch Grand Prix;19/06/55;\N;19;6;1592
